Josh Allen,3918298
Devin Singletary,4040761
Zack Moss,4035676
James Cook,4379399
Stefon Diggs,2976212
Gabe Davis,4243537
Jamison Crowder,2576716
Isaiah McKenzie,3128724
Dawson Knox,3930086
Tremaine Edmunds,3929950
Taron Johnson,3121003
Matt Milano,3046287
Dane Jackson,3895791
Micah Hyde,15960
Von Miller,13976
Greg Rousseau,4362506
Jordan Phillips,2577466
Kaiir Elam,4567399
DaQuan Jones,16910
Christian Benford,4379778
Boogie Basham,4037239
Jordan Poyer,15979
Damar Hamlin,4036060
AJ Epenesa,4240585
Ed Oliver,4039303
Jaquan Johnson,3672862
Tim Settle,3929956
Taiwan Jones,14167
Siran Neal,3057524
Tyler Bass,3917232
Matthew Stafford,12483
Darrell Henderson Jr.,4039359
Brandon Powell,3115255
Cam Akers,4240021
Cooper Kupp,2977187
Tyler Higbee,2573401
Ben Skowronek,4035656
Allen Robinson II,16799
Tutu Atwell,4360797
Leonard Floyd,3043136
Justin Hollins,3122678
Troy Hill,2525933
Bobby Wagner,14979
Ernest Jones,4362851
Nick Scott,3116179
Jalen Ramsey,3045373
A'Shawn Robinson,3054857
Taylor Rapp,4039007
Terrell Lewis,4040968
David Long Jr.,4046536
Aaron Donald,16716
Jordan Fuller,4040613
Greg Gaines,3127294
Jake Hummel,4241250
Matt Gay,4249087
Riley Dixon,2577619
Jameis Winston,2969939
Taysom Hill,2468609
Alvin Kamara,3054850
Mark Ingram II,13981
Jarvis Landry,16790
Michael Thomas,2976316
Juwan Johnson,3929645
Chris Olave,4361370
Deonte Harty,4411193
Tyrann Mathieu,15851
Bradley Roby,16719
Pete Werner,4241993
Marcus Maye,2980110
Cameron Jordan,13971
Demario Davis,14958
Marshon Lattimore,3121421
Kaden Elliss,3124890
Kentavius Street,3116726
P.J. Williams,2977661
Shy Tuttle,3886601
J.T. Gray,3115481
Justin Evans,3895859
Carl Granderson,3918310
Marcus Davenport,3124058
Chase Hansen,2971641
Zack Baun,3917657
Cesar Ruiz,4258199
David Onyemata,4002046
Wil Lutz,2985659
Blake Gillikin,4045180
Marcus Mariota,2576980
Cordarrelle Patterson,15807
Avery Williams,4048259
Damien Williams,17359
Drake London,4426502
Olamide Zaccheaus,3917914
KhaDarel Hodge,3047876
Kyle Pitts,4360248
Anthony Firkser,3049698
Parker Hesse,3144991
Bryan Edwards,4038818
Rashaan Evans,3126349
Richie Grant,4042119
Jaylinn Hawkins,3858276
Mykal Walker,4243009
Grady Jarrett,2576492
A.J. Terrell,4239995
Casey Hayward,14966
Mike Ford,3050916
Adetokunbo Ogundeji,4046693
Dee Alford,4401823
Lorenzo Carter,3128715
Arnold Ebiketie,4257591
Dean Marlowe,2519038
Timmy Horne,4045701
Matt Dickerson,3134316
Quinton Bell,3933407
Anthony Rush,4239817
Ta'Quon Graham,4262197
Younghoe Koo,3049899
Bradley Pinion,2977680
Trey Lance,4383351
Deebo Samuel,3126486
Elijah Mitchell,4241555
Jeff Wilson Jr.,3122976
Brandon Aiyuk,4360438
Jauan Jennings,3886598
Ray-Ray McCloud III,3728262
Ross Dwelley,3120303
Tyler Kroft,2582410
Kyle Juszczyk,16002
Talanoa Hufanga,4360853
Fred Warner,3138826
Nick Bosa,4040605
Dre Greenlaw,3916903
Azeez Al-Shaair,3919117
Tashaun Gipson Sr.,15235
Hassan Ridgeway,2971725
Samson Ebukam,3045527
Arik Armstead,2971275
Emmanuel Moseley,3115337
Charvarius Ward,4037361
Drake Jackson,4569511
Tarvarius Moore,4039278
Ambry Thomas,4258209
Jordan Mason,4360569
Robbie Gould,9354
Mitch Wishnowsky,4035685
Justin Fields,4362887
Khalil Herbert,4035886
David Montgomery,4035538
Dante Pettis,3127306
Byron Pringle,4036416
Equanimeous St. Brown,3932442
Darnell Mooney,4040655
Ryan Griffin,15887
Cole Kmet,4258595
Jaquan Brisker,4570044
Roquan Smith,3915189
Dominique Robinson,4244300
Kyler Gordon,4361093
Nicholas Morrow,4232830
Kindle Vildor,4036651
Matthew Adams,3126179
Jaylon Johnson,4243253
Eddie Jackson,3054847
Trevis Gipson,3917016
Robert Quinn,13984
Justin Jones,3116746
Armon Watts,3128685
Mike Pennel Jr.,17230
Al-Quadin Muhammad,3051942
Jaylon Jones,4047655
Trestan Ebner,4259169
Cairo Santos,17427
Trenton Gill,4240128
Mitch Trubisky,3039707
Chase Claypool,4046692
Najee Harris,4241457
Jaylen Warren,4569987
Pat Freiermuth,4361411
Diontae Johnson,3932905
Zach Gentry,3929924
George Pickens,4426354
Miles Boykin,3932423
Cameron Heyward,13977
Minkah Fitzpatrick,3925345
Myles Jack,3047566
Alex Highsmith,4037333
Ahkello Witherspoon,3122630
T.J. Watt,3045282
Terrell Edmunds,3124067
Robert Spillane,3129446
Devin Bush,4036261
Larry Ogunjobi,3050122
Arthur Maulet,3916144
Cameron Sutton,3044724
Levi Wallace,3133440
Chris Wormley,2977615
Benny Snell Jr.,4035072
Jamir Jones,4046688
Montravius Adams,3051894
Tyson Alualu,13233
Malik Reed,3124634
Tre Norwood,4241396
Connor Heyward,4241961
DeMarvin Leal,4426359
Gunner Olszewski,4424106
Chris Boswell,17372
Pressley Harvin III,4240485
Joe Burrow,3915511
Joe Mixon,3116385
Samaje Perine,3116389
Ja'Marr Chase,4362628
Hayden Hurst,3924365
Tyler Boyd,3045144
Tee Higgins,4239993
Mike Thomas,3123986
Drew Sample,3127310
Logan Wilson,3918330
Germaine Pratt,3116724
Mike Hilton,2980383
Chidobe Awuzie,3052101
Trey Hendrickson,3052743
DJ Reader,2977670
BJ Hill,3116748
Sam Hubbard,3121416
Eli Apple,3040506
Stanley Morgan,3699902
Vonn Bell,3051388
Jessie Bates III,3919512
Josh Tupou,2979632
Ted Karras,2576188
Akeem Davis-Gaither,3917142
Markus Bailey,3917992
Tre Flowers,3046326
Trent Taylor,3040569
Evan McPherson,4360234
Kevin Huber,12669
Jalen Hurts,4040715
Miles Sanders,4045163
Kenneth Gainwell,4371733
Boston Scott,3051439
A.J. Brown,4047646
Dallas Goedert,3121023
Zach Pascal,2978109
Noah Togiai,3930298
DeVonta Smith,4241478
Marcus Epps,3139368
T.J. Edwards,3121544
Darius Slay,15863
C.J. Gardner-Johnson,4034953
Kyzir White,4039254
Josh Sweat,3693166
Avonte Maddox,3123938
Javon Hargrave,2983055
Zech McPhearson,4045161
Milton Williams,4239699
Fletcher Cox,14941
James Bradberry,2572841
Haason Reddick,2980504
Jordan Davis,4381558
Brandon Graham,13239
Kyron Johnson,4241302
Marlon Tuipulotu,4243218
Patrick Johnson,4243916
Quez Watkins,4050373
Britain Covey,3926231
Jake Elliott,3050478
Arryn Siposs,4371989
Jared Goff,3046779
D'Andre Swift,4259545
Jamaal Williams,2980453
Amon-Ra St. Brown,4374302
DJ Chark Jr.,3115394
T.J. Hockenson,4036133
Josh Reynolds,3115306
Kalif Raymond,2973405
Tracy Walker III,3042499
Jeff Okudah,4241984
Alex Anzalone,3043107
Charles Harris,3051852
DeShon Elliott,3929846
Malcolm Rodriguez,4241411
Amani Oruwariye,3116175
Isaiah Buggs,4241451
Derrick Barnes,4260409
Mike Hughes,3895841
Will Harris,3915297
Chris Board,3060403
Austin Bryant,3728253
JuJu Hughes,4040901
Josh Woods,3128303
Kerby Joseph,4360383
Alim McNeill,4361662
Aidan Hutchinson,4372099
John Cominsky,4411771
Austin Seibert,3821683
Jack Fox,3916370
Mac Jones,4241464
Damien Harris,3925347
Rhamondre Stevenson,4569173
Jakobi Meyers,3916433
Ty Montgomery II,2577134
Kendrick Bourne,3045523
Jonnu Smith,3054212
Nelson Agholor,2971618
Hunter Henry,3046439
DeVante Parker,2576623
Ja'Whaun Bentley,3116187
Devin McCourty,13236
Kyle Dugger,4401811
Raekwon McMillan,3121423
Matthew Judon,3961466
Jonathan Jones,2971027
Myles Bryant,4039010
Deatrich Wise Jr.,2980080
Adrian Phillips,17487
Mack Wilson Sr.,4040983
Jalen Mills,2976540
Davon Godchaux,3115383
Lawrence Guy Sr.,14185
Carl Davis Jr.,2511690
Jahlani Tavai,3124587
Isaiah Wynn,3128713
Josh Uche,4046528
Cody Davis,16286
DaMarcus Mitchell,4693173
Christian Barmore,4372030
Nick Folk,10621
Jake Bailey,3931395
Tua Tagovailoa,4241479
Chase Edmonds,3119195
Raheem Mostert,2576414
Cedrick Wilson Jr.,4036335
Jaylen Waddle,4372016
Tyreek Hill,3116406
Alec Ingold,3917668
Durham Smythe,3052897
Trent Sherfield,3122168
Mike Gesicki,3116164
Melvin Ingram,14926
Connor Williams,3821577
Jaelan Phillips,4242975
Brandon Jones,4039059
Elandon Roberts,2987743
Christian Wilkins,3728266
Jerome Baker,3915507
Raekwon Davis,4040965
Nik Needham,3124702
Emmanuel Ogbah,2977740
Duke Riley,3042725
Kader Kohou,4291489
Jevon Holland,4373809
Xavien Howard,2978935
Zach Sieler,3057956
Elijah Campbell,3932901
Keion Crossen,3117135
Justin Bethel,15089
John Jenkins,15846
Andrew Van Ginkel,3133487
Jason Sanders,3124679
Thomas Morstead,12701
Lamar Jackson,3916387
Kenyan Drake,2979843
Mike Davis,3025433
Justice Hill,4038441
Rashod Bateman,4360939
Devin Duvernay,4039050
Mark Andrews,3116365
Demarcus Robinson,3043116
Patrick Ricard,2975417
Tylan Wallace,4241424
Isaiah Likely,4361050
Marlon Humphrey,3126356
Marcus Williams,3122882
Patrick Queen,4242207
Chuck Clark,3045463
Malik Harrison,4040615
Justin Madubuike,4035245
Calais Campbell,11284
Justin Houston,14048
Kyle Fuller,16715
Kyle Hamilton,4575517
Michael Pierce,2972144
Odafe Oweh,4361422
Brandon Stephens,4035824
Jalyn Armour-Davis,4372017
Josh Bynes,14519
Steven Means,15936
Del'Shawn Phillips,4240528
Geno Stone,4240575
Josh Ross,4258198
Damarion Williams,4567480
Broderick Washington,3915837
Justin Tucker,15683
Jordan Stout,4260224
Joe Flacco,11252
Michael Carter,4240657
Breece Hall,4427366
Corey Davis,3042778
Garrett Wilson,4569618
Elijah Moore,4372414
Braxton Berrios,3123075
Tyler Conklin,3915486
Lawrence Cager,3917849
C.J. Mosley,16720
Quincy Williams,3110565
Jordan Whitehead,3895798
Michael Carter II,4240456
Kwon Alexander,2976541
Jake Martin,3138764
John Franklin-Myers,3120464
D.J. Reed,3139387
Sauce Gardner,4427250
Carl Lawson,3051911
Jermaine Johnson,4567962
Micheal Clemons,4240896
Lamarcus Joyner,16769
Justin Hardee,2970625
Thomas Hennessy,2983155
Sheldon Rankins,2970204
Solomon Thomas,3117258
Quinnen Williams,4040982
Greg Zuerlein,14993
Braden Mann,4035239
Trevor Lawrence,4360310
James Robinson,4052042
Travis Etienne Jr.,4239996
Jamal Agnew,3061612
Christian Kirk,3895856
Zay Jones,3059722
Marvin Jones Jr.,15072
Evan Engram,3051876
Foyesade Oluokun,3050073
Devin Lloyd,4243256
Andre Cisco,4361939
Travon Walker,4426349
Shaquill Griffin,3054026
Josh Allen,3915239
Folorunso Fatukasi,3045172
Darious Williams,4239833
Tyson Campbell,4379397
Roy Robertson-Harris,2574891
Caleb Johnson,4051069
K'Lavon Chaisson,4242205
Rayshawn Jenkins,2969961
DaVon Hamilton,3915520
Adam Gotsis,2971498
Dawuane Smoot,3042476
Andrew Wingard,3918331
Chad Muma,4361707
Riley Patterson,4243371
Logan Cooke,3115480
Carson Wentz,2573079
Antonio Gibson,4360294
Curtis Samuel,3121427
J.D. McKissic,2572861
Jahan Dotson,4361409
Terry McLaurin,3121422
Logan Thomas,16813
Armani Rogers,4056052
Cam Sims,3115314
John Bates,4048228
Dax Milne,4373642
William Jackson III,3061106
Darrick Forrest,4239088
Cole Holcomb,3116689
Benjamin St-Juste,4258206
Kendall Fuller,3045465
Jonathan Allen,3054840
Bobby McCain,2575606
Montez Sweat,3134690
Jamin Davis,4240778
Daron Payne,3925354
James Smith-Williams,3686690
Jeremy Reaves,3125248
Jonathan Williams,2980077
Efe Obada,3734467
Casey Toohill,3931408
Percy Butler,4363097
Joey Slye,3124084
Tress Way,16166
Jacoby Brissett,2578570
Nick Chubb,3128720
Kareem Hunt,3059915
Anthony Schwartz,4371986
Donovan Peoples-Jones,4258195
Harrison Bryant,4040774
Amari Cooper,2976499
David Njoku,3123076
Demetric Felton Jr.,4035826
Herb Miller,3919107
John Johnson III,3046292
Martin Emerson Jr.,4429568
Jeremiah Owusu-Koramoah,4258599
Myles Garrett,3122132
Anthony Walker Jr.,3045251
Grant Delpit,4242208
Jacob Phillips,4242206
Jadeveon Clowney,16734
Sione Takitaki,3138834
Alex Wright,4570119
Ronnie Harrison Jr.,3859006
Greg Newsome II,4361266
Taven Bryan,3115249
Jerome Ford,4372019
D'Anthony Bell,4608386
Denzel Ward,3915535
Jordan Elliott,4039052
Tommy Togiai,4361366
Perrion Winfrey,4686470
Cade York,4428963
Corey Bojorquez,4039396
Baker Mayfield,3052587
Christian McCaffrey,3117251
DJ Moore,3915416
D'Onta Foreman,3125116
Chuba Hubbard,4241416
Robbie Chosen,2574808
Ian Thomas,4045305
Shi Smith,4259499
Tommy Tremble,4372780
Pat Elflein,2976295
Xavier Woods,3040572
Brian Burns,4035631
Jeremy Chinn,4043169
Frankie Luvu,3127273
Shaq Thompson,2978313
Jaycee Horn,4362847
Derrick Brown,4035495
Donte Jackson,3843769
Damien Wilson,3040207
Matt Ioannidis,2976263
CJ Henderson,4240596
Marquis Haynes Sr.,3115456
Henry Anderson,2517752
Sam Franklin Jr.,4044133
Cory Littleton,2978304
Yetur Gross-Matos,4259594
Phil Hoskins,4259989
Sean Chandler,3138733
Giovanni Ricci,3916749
Myles Hartsfield,4035290
Bravvion Roy,4035407
Stantley Thomas-Oliver III,4046353
Andre Roberts,13226
Eddy Pineiro,4034949
Johnny Hekker,15153
Matt Ryan,11237
Jonathan Taylor,4242335
Nyheim Hines,3916430
Michael Pittman Jr.,4035687
Ashton Dulin,4061956
Parris Campbell,3121410
Mike Strachan,4589245
Mo Alie-Cox,2998565
Kylen Granson,4039160
Alec Pierce,4360078
DeForest Buckner,2971282
Braden Smith,3121595
Isaiah Rodgers Sr.,4044540
Zaire Franklin,3124005
Kwity Paye,4258194
Bobby Okereke,3117253
Kenny Moore II,4218312
E.J. Speed,3071353
Grover Stewart,4058825
Nick Cross,4426403
Stephon Gilmore,14942
Brandon Facyson,3045458
Yannick Ngakoue,3053044
Tyquan Lewis,3040513
Julian Blackmon,4035661
Ifeadi Odenigbo,2974353
Rodrigo Blankenship,3915165
Matt Haack,3043237
Davis Mills,4242546
Rex Burkhead,15971
Dameon Pierce,4360238
Jeff Driskel,2574630
Brandin Cooks,16731
O.J. Howard,3043080
Chris Moore,2576581
Nico Collins,4258173
Pharaoh Brown,2971281
Troy Hairston,4274040
Brevin Jordan,4362504
Chris Conley,2578533
Phillip Dorsett,2579604
Christian Kirksey,16767
Kamu Grugier-Hill,3050851
Jonathan Owens,4331768
Jalen Pitre,4241223
Derek Stingley Jr.,4426434
Desmond King II,3040145
Steven Nelson,3045287
Maliek Collins,3040471
Jonathan Greenard,3916409
Jerry Hughes,13245
Roy Lopez,4040805
M.J. Stewart,3116679
Tremon Smith,3134448
Blake Cashman,3728281
Demone Harris,3052926
Ogbo Okoronkwo,3052667
Neville Hewitt,3059880
Michael Dwumfour,4046544
Kevin Pierre-Louis,16888
Kurt Hinish,4258594
Ka'imi Fairbairn,2971573
Cameron Johnston,3051397
Daniel Jones,3917792
Saquon Barkley,3929630
Matt Breida,3049916
Kadarius Toney,4240600
Richie James,3122899
Sterling Shepard,2976592
Kenny Golladay,2974858
Wan'Dale Robinson,4569587
Chris Myarick,3138744
Jason Pinnock,4240706
Tae Crowder,3915171
Jihad Ward,3115914
Darnay Holmes,4242973
Adoree' Jackson,3120347
Oshane Ximines,3123233
Leonard Williams,2971622
Aaron Robinson,4040979
Julian Love,4046675
Xavier McKinney,4241470
Austin Calitro,2982304
Nick McCloud,4036169
D.J. Davidson,4242899
Tomon Fox,4037520
Justin Ellis,16857
Dexter Lawrence II,4035483
Andrew Thomas,4259566
Quincy Roche,4044145
Cam Brown,4045165
Gary Brightwell,4245645
Graham Gano,12460
Jamie Gillan,3936185
Ryan Tannehill,14876
Derrick Henry,3043078
Dontrell Hilliard,3126246
Chigoziem Okonkwo,4360635
Kyle Philips,4367175
Treylon Burks,4567156
Cody Hollister,3115443
Geoff Swaim,3046704
Robert Woods,15880
Nick Westbrook-Ikhine,3929785
Austin Hooper,3043275
Bud Dupree,2576702
Kevin Byard,2574056
David Long Jr.,3916074
Zach Cunningham,3051750
Kristian Fulton,4035433
Jeffery Simmons,4035369
Ugo Amadi,3886834
Rashad Weaver,4036076
Amani Hooker,4036134
Denico Autry,17447
Kevin Strong,3124052
Tre Avery,4259300
Roger McCreary,4371973
Teair Tart,4374269
Trenton Cannon,4261020
Dylan Cole,2986109
DeMarcus Walker,3045377
Joshua Kalu,3116105
Caleb Farley,4240859
Joe Jones,2974344
Randy Bullock,15091
Ryan Stonehouse,4256051
Aaron Rodgers,8439
Jordan Love,4036378
Aaron Jones,3042519
AJ Dillon,4239934
Romeo Doubs,4361432
Christian Watson,4248528
Robert Tonyan,2975674
Josiah Deguara,3914151
Sammy Watkins,16725
Juwann Winfree,3128317
Randall Cobb,14053
Tyler Davis,3914240
De'Vondre Campbell,3040180
Quay Walker,4379416
Rashan Gary,4046523
Jaire Alexander,3895429
Eric Stokes,4259561
Rasul Douglas,3943270
Jarran Reed,3115312
Kenny Clark,3122752
Preston Smith,2577446
Adrian Amos,2582132
Dean Lowry,2974348
Darnell Savage,3915419
Kingsley Enagbare,4362840
Tipa Galeai,3676832
Royce Newman,4047660
Isaiah McDuffie,4239947
Keisean Nixon,4259493
T.J. Slaton,4240612
Devonte Wyatt,4361791
Amari Rodgers,4239992
Mason Crosby,10636
Pat O'Donnell,16863
Kirk Cousins,14880
Dalvin Cook,3116593
Alexander Mattison,4048244
Justin Jefferson,4262921
Adam Thielen,16460
Johnny Mundt,3052096
K.J. Osborn,3916566
C.J. Ham,4012556
Ben Ellefson,3930900
Irv Smith Jr.,4040980
Dalvin Tomlinson,2979860
Jordan Hicks,2514270
Harrison Smith,14945
Camryn Bynum,4035861
Patrick Peterson,13980
Cameron Dantzler Sr.,4035385
Chandon Sullivan,3124849
Eric Kendricks,2510863
Danielle Hunter,2976560
Harrison Phillips,3117255
Za'Darius Smith,3043168
D.J. Wonnum,4038849
Josh Metellus,4046537
Akayleb Evans,4244607
Jonathan Bullard,2980097
Myles Dorn,4037511
James Lynch,4259181
Kene Nwangwu,4035537
Jalen Reagor,4241802
Greg Joseph,3975763
Ryan Wright,4361823
Patrick Mahomes,3139477
Isiah Pacheco,4361529
Clyde Edwards-Helaire,4242214
Jerick McKinnon,16782
Marquez Valdes-Scantling,3051738
Travis Kelce,15847
JuJu Smith-Schuster,3120348
Skyy Moore,4430191
Mecole Hardman,4035004
Noah Gray,4240472
Jody Fortson,4408854
Justin Watson,3118892
Chad Henne,11291
Nick Bolton,4362759
L'Jarius Sneed,4040432
Rashad Fenton,3924364
Willie Gay,4259804
Carlos Dunlap,13274
Justin Reid,3931399
Deon Bush,2969944
Khalen Saunders,3121634
Mike Danna,3915487
Jaylen Watson,4697639
Tershawn Wharton,4058925
Michael Burton,2515270
Frank Clark,2576242
Chris Jones,3044859
Darius Harris,3122906
Chris Lammons,3128630
Juan Thornhill,3917909
Bryan Cook,4247726
Trent McDuffie,4426405
George Karlaftis,4426659
Joshua Williams,4917635
Elijah Lee,3125073
Harrison Butker,3055899
Tommy Townsend,3915398
Kyler Murray,3917315
Trace McSorley,3116172
Eno Benjamin,4242873
James Conner,3045147
Greg Dortch,4037235
Marquise Brown,4241372
Zach Ertz,15835
A.J. Green,13983
Andy Isabella,3914328
Rodney Hudson,14013
Sean Harlow,3045286
Byron Murphy Jr.,4038999
Budda Baker,3127287
Jalen Thompson,4043089
Zaven Collins,4244606
Marco Wilson,4240595
Michael Dogbe,3138765
Dennis Gardeck,4334300
Ezekiel Turner,3894901
Nick Vigil,2971816
Isaiah Simmons,4035462
Stephen Anderson,2576854
Rashard Lawrence,4035452
Leki Fotu,4035666
Victor Dimukeje,4240464
Zach Allen,3915282
Devon Kennard,16820
Markus Golden,2971432
Jonathan Ward,4039274
Cameron Thomas,4361510
Christian Matthew,4911023
Matt Prater,11122
Andy Lee,5713
Derek Carr,16757
Davante Adams,16800
Josh Jacobs,4047365
Brandon Bolden,15478
Darren Waller,2576925
Hunter Renfrow,3135321
Mack Hollins,2991662
Jakob Johnson,3115349
Ameer Abdullah,2576336
Kolton Miller,3134312
John Simpson,4035479
Johnathan Abram,3728305
Maxx Crosby,3916655
Nate Hobbs,4240542
Divine Deablo,4037626
Rock Ya-Sin,3910229
Jayon Brown,3047559
Bilal Nichols,3117922
Duron Harmon,15842
Denzel Perryman,2579621
Andrew Billings,3051775
Roderic Teamer,3917058
Chandler Jones,14927
Tre'von Moehrig,4362487
Johnathan Hankins,15841
Kendal Vickers,3044732
Clelin Ferrell,3728258
Daniel Carlson,3051909
AJ Cole,3686689
Justin Herbert,4038941
Austin Ekeler,3068267
Joshua Kelley,3910544
Sony Michel,3128721
Joshua Palmer,4242433
Zander Horvath,4260406
Keenan Allen,15818
DeAndre Carter,2580216
Gerald Everett,3918639
Tre' McKitty,4240023
Mike Williams,3045138
Richard Rodgers,16786
Jalen Guyton,3932430
Derwin James Jr.,3691739
Khalil Mack,16710
Drue Tranquill,3129310
Kenneth Murray Jr.,4241394
Bryce Callahan,2515641
Nasir Adderley,3912028
Asante Samuel Jr.,4363034
Michael Davis,3053795
Joey Bosa,3051389
Kyle Van Noy,16772
Morgan Fox,3059620
Austin Johnson,2979591
Alohi Gilman,4039413
Ja'Sir Taylor,4240434
Otito Ogbonnia,4367210
Dustin Hopkins,15965
JK Scott,3126368
Tom Brady,2330
Leonard Fournette,3115364
Julio Jones,13982
Rachaad White,4697815
Jaelon Darden,4243830
Breshad Perriman,2972460
Mike Evans,16737
Chris Godwin,3116165
Russell Gage,3115378
Cameron Brate,17453
Devin White,4035434
Antoine Winfield Jr.,4034790
Lavonte David,14985
Mike Edwards,3155647
Carlton Davis III,3916923
Logan Ryan,15861
Jamel Dean,3873935
Cade Otton,4243331
Shaquil Barrett,16967
K.J. Britt,4242521
Anthony Nelson,3894856
Akiem Hicks,14984
Vita Vea,3134362
Keanu Neal,3054962
Joe Tryon-Shoyinka,4243333
Logan Hall,4360189
William Gholston,16019
Rakeem Nunez-Roches,2575453
Ryan Succop,12731
Jake Camarda,4379396
Dak Prescott,2577417
Cooper Rush,2972515
Ezekiel Elliott,3051392
Tony Pollard,3916148
Noah Brown,3121409
Dalton Schultz,3117256
CeeDee Lamb,4241389
Dennis Houston,4572786
Simi Fehoko,4360739
Leighton Vander Esch,3138677
Anthony Brown,2977756
Jayron Kearse,3045130
Micah Parsons,4361423
Jourdan Lewis,3045207
Donovan Wilson,3122135
Osa Odighizuwa,4035840
Dorance Armstrong,3928979
DeMarcus Lawrence,16802
Trevon Diggs,4040966
Malik Hooker,3121415
Anthony Barr,16711
Trysten Hill,4042141
Quinton Bohanna,4259978
C.J. Goodwin,17474
Luke Gifford,3116097
Tyler Biadasz,4035788
Neville Gallimore,3892883
KaVontae Turpin,3676833
Brett Maher,16486
Bryan Anger,14950
Russell Wilson,14881
Melvin Gordon III,2576434
Javonte Williams,4361579
Jerry Jeudy,4241463
Courtland Sutton,3128429
Andrew Beck,3125107
Albert Okwuegbunam,4035115
Mike Boone,3139033
